352,"আমার বয়স ২৫ বছর । আজ কিছুদিন যাবত আমার ঘন ঘন টয়লেট হচ্ছে । হটাৎ পেটের মধ্যে ব্যাথা অনুভূত হয়ে টয়লেটে চাপ দেয় এবং টয়লেটে যাওয়ার পরে ও টয়লেট ক্লিয়ারলি হচ্ছে না । এই সমস্যাটার সমাধান জানাবেন । আর একটি সমস্যা আছে , সেটি হল আজ দুই দিন যাবত হটাৎ করে আমার ঠান্ডা লেগে সর্দি + অনেক হাচি হচ্ছে । ","আঁর বঅছ পঁইশ বঅছর। আইজ কঁয়দিন ধরি আঁর খারে খারে টয়লেট অইর। আচানক পেডত বেতা লাইগ্যে টয়লেটর চাপ আয়ের, আর টয়লেটত জিয়ানের পরে ও টয়লেট সাফ কইর‍্যা ন অইর। এতু সমস্যার সমাধান জানাইয়েন। আর এক্কান সমস্যা আছে, সেতা অইলদে আইজ দুইদিন ধরি আচানক আঁর ঠান্ডা লাগি শইদ্দি আর বঅত হাঁছি অইর।","আঁর বয়স ২৫ বছর। এই কয়দিন  ধরি বার বার পায়খানা হর । হঠাত্ পেটত ব্যথা হয়‌ পায়খানা চাপ ধরে, আর টয়লেটে যোনর পরও পেট হালকা ন হর‌ । এই সমস্যার কোনো উপায় দিওন‌। আরেকগো সমস্যা হইলো , এই দুই দিন ধরি‌ হঠাৎ ঠান্ডা লাগি‌ , নাকত সর্দি আর বহুত হাঁচি অইয়ের ।"
25770,"বাচ্চার বয়স ১০ মাস চলছে , ওজন ৮ . ৩ কেজি । দাঁত উঠতেছে , হালকা ঘন সর্দি আজ ৪ দিন যাবত , হাছি কম । মায়ের বুকের দুধ ছাড়া অন্য কোন খাবার ১০ দিন ধরে খায় না , এমন কি পানিও কম খায় । সর্দি ভাল করার জন্য উপায় কী এবং খাবার খাওয়ানোর ব্যাপারে কী করব ? ","পোয়ার বঅস দশ মাস চলের, অজন আট দশমিক তিন কেজি। দাঁত উডের, হাল্কা গঁন সর্দি আঁইজ চার দিন ধরি, আচ্ছি কম। মায়র বুকর দুধ ছারা আঁইন্যে কুনো খাবার দশ দিন ধরি খায় ন, আঁইনকি পায়নিও কম খায়। সর্দি বঅল্ল অরাইবার লাই উপায় কি আর খাবার খোয়াইয়র বঅপারত কি অরবম?","বাবুর বয়স ১০ মাস হইয়ে। ওজন ৮.৩ কেজি। দাঁত উঠের, হালকা ঘন সর্দি আছে ৪ দিন ধরি, হাঁচি কম‌। মায়ের দুধ ছাড়া আর কুনো খানা ১০ দিন ধরি ন‌ খার , এমনকি পানি ও কম খার । সর্দি ভাল করনর উপায় কি, আর খানা খাওয়াইবার বিষয়ে কি কইরঝুম?"
18164,"আমার সব সময় চুল পড়ে । প্রায় প্রতিদিন শ্যাম্পু করি ক্লিয়ার ম্যান । শ্যাম্পু একদিন ইউজ না করলেই মাথা চুলকাতে চুলকাতে আমার ১২ টা বেজে যায় । প্রতিদিন শ্যাম্পু করার পর ও মাথার ত্বকে একটা ময়লার আবরন জ্বমে । আর প্রচুর চুল্কায় । শ্যাম্পু করা অবস্থায় ও চুলকায় তবে একটু কম । চুল্কাতে চুল্কাতে মাথা ছিড়ে যায় । আর সাদা সাদা ময়লার আবরন বের হতেই থাকে । । চুল ফেলে দিলে ব্লেড চালাতে অনেক ময়লা ত্বক থেকে উটে । প্র‍্য কয়েক মি : মি । তালুতে বেশি । চুল অনেক দ্রুত কমে যাচ্ছে । চুল অনেক সুস্ক । আমি মাথায় তেল , জেল দি না । ","আঁর হবসময় চুল হড়ে। প্রায় হবদিন শ্যাম্পু গরি ক্লিয়ার ম্যান। শ্যাম্পু একদিন ইউজ ন' গইলে মাতাত চুলকাইতে চুলকাইতে আঁর বারোডা বাজি যায়। হবদিন শ্যাম্পু গইরার ফরেয়ু মাথার চামড়াত এক্কান ময়লার ফড়া জঁমে। আর বচ্ছর চুল্কায়। শ্যাম্পু গইত্তে গইত্তেও চুল্কায়, মাত্তর এট্টু কম। চুলকাইতে চুলকাইতে মাথা ছিড়ি যায়। আর সাদা সাদা ময়লার ফড়া বাহার হইতৈ থায়েক। চুল হেলি দিলে ব্লেড চালাইতে বচ্ছর ময়লা চামড়াতুন উডের। প্রায় কয়েক মি : মি। তালুত বেয়াজ্জি। চুল বচ্ছর জলদি কমি যাদ্দে। চুল বচ্ছর হুকা। আঁই মাতাত তেল, জেল ন' দি।","আঁর সবসময় চুল পড়ে। প্রায় প্রতিদিন শ্যাম্পু করি Clear Men। একদিন শ্যাম্পু ন দিবার লগে লগেই মাথা চুলকাইতে চুলকাইতে আঁর বারোটা বাজি যায়। প্রতিদিন শ্যাম্পু করলেও মাথার তালুত একধরনের ময়লার আস্তর জমে, আর বহুত চুলকায়। শ্যাম্পু দিবার সময়ও চুলকায়, তবে কম । চুলকাইতে চুলকাইতে মাথা ছিঁড়ি  যায়। আর সাদা সাদা ময়লার আস্তর উঠতই থাকে। চুল ফালাইলে ব্লেড চালাইলেই তালুতুন বহুত ময়লা উঠে, প্রায় কয়েক মিলিমিটার। তালুত বেশি। চুল বহুত তাড়াতাড়ি কমি যার । চুল বহুত শুকনা। আঁর মাথায় তেল, জেল কিচ্ছু ন দিই। "
20604,"আমার ১বছর ৩ মাস আগে মটরসাইকেল এ্যাকসিডেন্টে বাম হাটুর জয়েন্ট এর নিচে হাড় ভেংগে যায় এবং অপারেশন করে প্লেট বসানো হয় , ৪ / ৮ / ২১ তারিখে অপারেশন করে প্লেট বের করা হয় । ডাক্তার বলেছিলেন ৪৫ দিন পরে বাম ক্র্যাচ ছাড়তে , আমার ডাক্তার খুলনার শৈলেন্দ্রনাথ মিস্তি দেশের বাহিরে এজন্য আপনাদের হেল্প প্রয়োজন । প্রশ্ন : ১ . ক্রাছ ছাড়া অপারেশনের কতদিন পরে হাটা যাবে । ২ . হাটুর ভিতরে ব্যায়াম করার সময় শব্দ হয় । ৩ . পা ফোলা । ","আঁর্ ১ বছর ৩ মাস আগে মটরসাইকেল এক্সিডেন্টত বাউঁও আডুর জয়েন্টর তলে আড্ডি ভাঙি গেইয়্যে আর ওপারেশন গরি প্লেট বসাইল অজ্যে। ৪/৮/২১ তারেকত ওপারেশন গরি প্লেট বার গরা অজ্যে। ডাক্তার কইসিল ৪৫ দিন পর বাউঁও ক্র্যাচ ছাড়িরলাই। আঁর্ ডাক্তার খুলনার শৈলেন্দ্রনাথ মিস্তি দ্যাশর বাইরত, এইল্লাই আপনারার সাহায্য দরকার। সওয়াল: ১. ক্র্যাচ ছাড়া ওপারেশনর কতদিন পর হাইট্টা যাইব? ২. আডুর ভিতর ব্যায়াম গরির সমত শব্দ অয়। ৩. পা ফোলা।","আঁর ১ বছর ৩ মাস আগে মোটরসাইকেল এক্সিডেন্টে বাম হাঁটুর জইন্টের নিচে হাড় ভাঙি গেইল, আর অপারেশন করি প্লেট বসানো অইল‌ । ৪/৮/২১ তারিখে অপারেশন করি প্লেট বাইর করা অইল। ডাক্তার কইলেন ৪৫ দিন পরে বাম ক্র্যাচ ছাড়তু , আঁর ডাক্তার খুলনার শৈলেন্দ্রনাথ মিস্তি এখন বিদেশত, এরলাই অনর সাহায্য দরকার।
প্রশ্ন:
১. ক্র্যাচ ছাড়া অপারেশনের কতোদিন পরে হাঁটা যাইব?
২. হাঁটুর ভেতর ব্যায়াম করবার সময় শব্দ অই।
৩. পা ফুলা।"
11567,"১ . খাওয়াদাওয়ার পর মাথা ঘোরে বমি বমি লাগে , ঘন ঘন ঢেকুর ওঠে । ২ . মানসিক চাপে পরলে , ভয় পেলে , উদ্বিগ্ন হলে বমি বমি লাগে ঘন ঘন ঢেকুর ওঠে । ৩ . রক্ত দেখলে , কোনো বিব্রতকর পরিস্থিতির মধ্যে পরলে বমি বমি লাগে , ঢেকুর ওঠে । ৪ . ১০ - ১২ ফুট উচ্চতায় উঠলে মাথা ঘোরে বমি বমি লাগে । এই সমস্যা গুলো গত দুই বছর যাবত । তার আগে এই সমস্যা গুলো ছিল না । ","১ . খানা-দানার ফর ছের গুরোই, বমি বমি লাগ্যে, ঘন ঘন ঢেকুর উইডে। ২ . মনে চাপ ফরলে, ডর পাইলে, পেরেশান অইলে বমি বমি লাগ্যে ঘন ঘন ঢেকুর উইডে। ৩ . রক্ত দেইখলে, কোন বেকায়দা পরিস্থিতির মইধ্যে ফরলে বমি বমি লাগ্যে, ঢেকুর উইডে। ৪ . দশ-বারো ফুট উগ্লাত উইডলে ছের গুরোই, বমি বমি লাগ্যে। এই সমস্যা উগিন গত দুই বছর ধরি। ইতার আগে এই সমস্যা উগিন আছিল ন।","১. খাওয়াদাওয়া শেষ করিবার পর মাথা ঘুরে, বমি বমি লাগে , বার বার ঢেঁক উঠে।
২. মানসিক চাপত পড়লে, ভয় পাইলে, অস্থির অইলে বমি বমি লাগে, বার বার ঢেঁক উঠে।
৩. রক্ত দেইলে বা লজ্জাজনক অবস্থাত পড়লে বমি বমি লাগে, ঢেঁক উঠে।
৪. ১০-১২ ফুট উঁচুত উঠলে মাথা ঘুরে, বমি বমি লাগে।
 এই সমস্যাইন‌ ২ বছর ধরি হর , তার আগে এই সমস্যাইন ন আছিল ।"
13645,আমার পেটে র ডান দিকে পাজরের নিচে হালকা ব্যাথা করে ও গলার মধ্যে পুটলীর মত লাগে চিত হয়ে শুলে ভাল লাগে কিন্তুু গলায় বড় টনসিল আছে তাই ওভাবে ঘুমানো যায় না সাথে নানা রকমের দুশ্চিন্তা লাগে মানসিক শক্তি কম বমি ভাব হয় গ্যাস বের হলে ভাল লাগে রোজায় র‍্যবিপ্রাজল খেয়েছি ঘুম আসে দেরিতে,"আঁর পেইটর ডানদিগে আঁজরর নিচে হালকা বিছা গরের আর গলাত পুটুলির লাহান লাগের। চিত অই শুইলে ভালা লাগের। হন্ডে গলাত বড্ডা টনসিল আছে হিয়ানে ওলা ঘুমাইতো ন যায়। লগে নানা জাতর দুশিন্তা লাগের, মানসিক শক্তি কম অয়, বমি বমি ভাব অয়। গেস বাইর অইলে ভালা লাগের। রোজাত র‍্যাবিপ্রাজল খাইছি। ঘুম দেড়িত আহে।","আঁর পেটর ডান দিক পাঁজরের নিচে হালকা ব্যথা করে, আর গলার মধ্যে পুটলির মত লাগে। চিত করি শুইলে আরাম লাগে, কিন্তু গলায় বড় টনসিল আছে, তাই এইল্লে ঘুমান  ন যায়‌। লগে নানা ধরণের দুশ্চিন্তা লাগে, মানসিক শক্তি কম, বমি বমি লাগে। গ্যাস বাইর হইলে আরাম লাগে। রোজার সময় র‍্যাবিপ্রাজল খাইলাম। ঘুম আসতে দেরি হয়।"
11657,"আমার আব্বুর কয়েকদিন থেকে গলা ব্যাথা করতেছে । গরম পানি , গরম দুধ , , সহো বিভিন্ন গরম তরল খাবার খাচ্ছে । কিন্তু তারপরও গলার ব্যাথা করতেছে না । আমার আব্বুর বয়স ৪৮ বছর ৷ আমার আব্বুর ডায়াবেটিস , প্রেসার আছে ৷ তাছাড়া আমার আব্বুর প্রায় ৭ বছর আগে এক বার হার্ট অ্যাটাক হয়েছিলো , রিং পড়া আছে । কি করলে এই গলা ব্যাথা থেকে মুক্তি পেতে পারবে . . ? ? একটু জানাবেন ।","আঁর আব্বইর ক'য়দিন ধরি গলার বেথা গইযের। গঁঅরম ফানি, গঁঅরম দুঁধ মিলাই নানান ধঅরনর গঁঅরম তরল খানা খাইতেরে। কিঁয় তারফরেঁউ গলার বেথা ন'যায়। আঁর আব্বইর বঅয়স আডচল্লিশ বঅসর। আঁর আব্বইর ডায়াবেটিস, ফেসার আছে। ইছাডা আঁর আব্বইর ফাই ৭ বঅসর আঁগে একদউম হার্ট এ্যাটাক অইয়েরে, রিং ফাডা আছে। কি গইল্লে ইঁ গলার বেথা ধরি মুক্তি ফাইবের...? একটু জানাইবেন।","আঁর আব্বুর কয়েকদিন ধইরা গলা ব্যথা করতেছে। গরম পানি, গরম দুধ, আর নানা ধরণের গরম তরল খার। কিন্তু তারপরও গলার ব্যথা ভাল ন হর  আঁর আব্বার বয়স ৪৮ বছর। আঁর আব্বুর ডায়াবেটিস আর প্রেসার আছে। আর প্রায় ৭ বছর আগেও একবার হার্ট অ্যাটাক অইল, রিং পড়া আছে। এহন কি করলে এই গলার ব্যথা তুন‌ আরাম পাইব? ইক্কিনি জানাইবেন।"
6956,"আমার ছেলে বয়স 25 মাস । তাঁর খিচুনি আসে পতি সাপতায় । এখনও বসতে পারে না , কথা বলতে পারে না , ঘার সোজা হয়ে বেশি খন রাখতে পারে না ঔষধ চলে , বারবিট 30 , ইরাসেট 250 , কিন্তু খিচুনি বন্ধ হয় না । দয়া করে আমাকে ভাল একটা পরামর্শ দিবেন । ","আঁর ফোয়া বয়স পঁচিশ মাস। হেতিঁর খেইসুন আয়ে ফতি হাপ্তাত। এহনও বইতে ফারেনা, কতা কইতে ফারেনা, ঘাড় হঁদা অই বেশি হঁন রাইতে ফারেনা। ওওসত চলে, বারবিট 30, ইরাসেট 250, কিন্তু খেইসুন বন্ধ ন'অয়। দয়া গরি আঁরে বালা একখান ফরামর্শ দিবা।","আঁর পুতের বয়স ২৫ মাস। ইতের খিঁচুনি হর প্রতি সাপ্তাত। এখনো বসতে ন পারে, কথা কইতে ন পারে , গলা সোজা করি বেশিক্ষণ রাখতেও ন পারে । ওষুধ‌ চলের—বারবিট ৩০, ইরাসেট ২৫০—তয়ও খিঁচুনি বন্ধ ন অর । দয়া করি আঁরে একখান ভাল পরামর্শ দিউন।"
20093,"আসসালামু আলাইকুম , আমার ভাতিজি হয়েছে গত ৮ তারিখে । প্রথম ২ দিন আলহামদুলিল্লাহ্ সুস্থ ছিল এখন জন্ডিস এর পরিমান বেড়ে যাওয়ার পর হসপিটালে ভর্তি । ডক্টর বলছিলেন সাধারণত ভর্তি না করলেও হত কিন্তু বাচ্চার রক্তের গ্রুপ এবি পসিটিভ এবং মায়ের এবি নেগেটিভ তাই রিস্ক নিলাম না । বাচ্চা এখনও মায়ের দুধ খেতে পারে নি । আমার প্রশ্ন হচ্ছে এখানে কি ধরনের রিস্ক হতে পারে , দীর্ঘদিন মায়ের দুধ থেকে বাইরে তাই বাচ্চার বিকাশ জনিত সমস্যায় পড়ার সম্ভাবনা আছে কিনা ? যদি থাকে এখন থেকে আমরা কিভাবে ম্যানাজ করতে পারি জানাবেন । ধন্যবাদ । ","আসসালামু আলাইকুম, আঁর বাইজ্ঞী অইয়ে গত ৮ তারিখত। ফয়লা ২ দিন আলহামদুলিল্লাহ্ বালা আছিল। আইয়ুন জন্ডিসর মাত্তা বাড়ে যার বাদে হসপিটালত ভর্তি। ডক্টরে কইছিল সাদারনত ভর্তি ন'কইলেও অইত, মাগার ফোয়ার রক্তের গ্রুপ এবি পসিটিভ আর মায়ের এবি নেগেটিভ যেইতানে রিস্ক ন'লই। ফোয়া আঁইনও মায়ের দুধ খাইত ন'ফার। আঁর সওয়াল অইলদে এইয়াত কীয়ন রিস্ক অইবার ফারে? বহুত দিন ধরি মায়ের দুধের বাইরত, যেইতানে ফোয়ার বিকাশ জনিত সমস্যা অইবার সঙকা আছে নি? যদি থাকে, আইয়ুনত্ত আঁরা কীয়ন ম্যানাজ কত্তার পারি জাইনাইয়েন। ধন্যবাদ।","আসসালামু আলাইকুম, আঁর ভাতিজি অইছে ৮ তারিখে। প্রথম ২ দিন আলহামদুলিল্লাহ সুস্থ আছিল, এহন জন্ডিস বাড়ি গিয়ে আর হসপিটালে ভর্তি করা অইছে। ডাক্তার কইল ভর্তি না করলেও হইত, কিন্তু বাচ্চার রক্তের গ্রুপ AB পজিটিভ আর মায়ের AB নেগেটিভ, তাই রিস্ক ন লই ভর্তি করাইলাম। বাচ্চা এখনো মায়ের দুধ খাইত‌ ন পারে।
আঁর প্রশ্ন হইল এখানে কি ধরনের রিস্ক অইবার পারে? বাচ্চা যদি দীর্ঘদিন মায়ের দুধ তুন বাইরে থাকে, তাইলে তার বিকাশজনিত সমস্যায় পড়ার সম্ভাবনা আছে নাকি? যদি থাকে, এহন অর তুন কেনে ম্যানেজ করঝুম দেহাই দন। ধন্যবাদ।"
19063,"আমি ইদানীং কোন কাজে মন বসাতে পারতেছি না , মনে অন্য চিন্তা আসে এবং আমি কোথাও হারিয়ে যাই । গতকালের একটা ঘটনা , আমি বুথে টাকা তুলতে যেয়ে টাকা তোলার পর টাকা নিয়ে আসতে ই ভুলে গেছি । এমন ভুল আমার ইদানীং প্রায় ই হচ্ছে যা আগে হতো না । শারিরীক ভাবে ও দূর্বল লাগে । সারাক্ষণ যেন একটা মানসিক অস্বস্তি তে থাকি । এমতাবস্থায় আমার কি করা উচিত ? ? ","আঁই ইদানিং কুনো কামত মন বইত পারির না, মনত আরেকর চিন্তা আহে আর আঁই কুতায় হারাই যাই। কাইল্লের এক্কানা কতা, আঁই বুথত ফঁয়সা তুলিত যাইয়া ফঁয়সা তুলনের পর ফঁয়সা লই আইতে ই ভুলি গেইয়্যি। এইল্লেহার ভুল আঁর ইদানিং প্রায় ই অইয়ের, যেতা আগে ন অইতো। শরীল ও দূর্বল লাগে। সারাবেলা যেন এক্কানা মনর অস্বস্তিত থাই। এই অবস্তাত আঁর কি গইরতাই??","আঁর এহন কোন কাজে মন ন বইয়ের , মনে অন্য  চিন্তা আয়ে আর আঁই কন্ডে‌ হারাই যাই। গতকাল একখান ঘটনা হইল আঁই বুথে গিয়া টিঁয়া তুললাম, তোলার পর টিঁয়া লইয়া আসতে ভুলে গেইলাম। এরকম ভুল আঁর এহন প্রায়ই অর , আগে ন অইত । শরীরেও দূর্বল লাগে। সারাক্ষণ যেন এক্কান মানসিক অস্বস্তিত থাকি। এই অবস্থায় আঁর কি করা দরকার?"
