352,"আমার বয়স ফচিশ বছর। আমি জ কিসুদিন ধরি আমার বার বার ফায়খানা অর। আখতা ফেটর মাজে বেদনা অইয়া ফায়খানায় চাপ দেয় আর ফায়খানাত জাওয়ার বাদেও ফায়খানা ফরিশকার করি অয় না। অউ সমস্যার সমাধান টা কইবা । আরও একটা সমস্যা আচে , ইটা অইল আমি জ  দুইদিন ধরি আখতা করি আমার ঠাণ্ডা লাগিয়া সর্দি আর অনেক হাচ্ছি অর।",
25770,"বাইচ্চার বয়স ১০ মাস চলের, ওজন ৮.৫ কেজি। দাত উঠের , হালকা ঘন  সর্দি আমি জ ৪ দিন ধরিয়া, হাচ্চি কম। মার বুকের দুধ ছাড়া আর কোন খানি আমি জ ১০ দিন ধরি খার না, ফানিও খুব কম খায়। সর্দি বালা করার লাগি উফায় কিতা আর খানি খাওয়ানির বেফারে কিতা করতাম?",
18164,"আমার হকল সময় চুল ফড়ে । প্রায় প্রতিদিন অউ শ্যাম্পু করি ক্লিয়ার ম্যান দিয়া । শ্যাম্পু একদিন  না দিলেউ মাথা চুলকাইতে চুলকাইতে আমার ১২ টা বাজি যায় । প্রতিদিন শ্যাম্পু করার ফরেও মাথার চামরাত একটা ময়লার আবরন থাখে । আর প্রচুর চুল্কায় । শ্যাম্পু করা অবস্থায় ও চুলকায় কিন্তু একটু কম । চুল্কাইতে চুল্কাইতে মাথা ছিড়ি যায় । আর সাদা সাদা ময়লার আবরন বারইতেউ থাকে । চুল ফেলাইলে  ব্লেড চালানির সময় অনেক ময়লা চামরা থাকি উটে । প্র‍্য কয়েক মি : মি । তালুত বেশি । চুল  অনেক তারাতারি  কমি যার । চুল অনেক সুস্ক । আমি মাথাত তেল , জেল দেই না ।",
20604,"আমার ১বচর ৩ মাস আগে মটরসাইকেল এ্যাকসিডেন্টে বাম হাটুর জয়েন্ট এর নিচে হাড় ভাঙ্গি গেসে আর অপারেশন করিয়া প্লেট বওইয়ানি  অয় ৪ / ৮ / ২১ তারিখ অপারেশন করিয়া প্লেট বার করা অয় । ডাক্তরে কইচইন  ৪৫ দিন ফরে বাম ক্র্যাচ ছাড়তাম , আমার ডাক্ত্র খুলনার শৈলেন্দ্রনাথ মিস্তি দেশর বাহিরে এর লাগি আফনারার হেল্প দরকার। প্রশ্ন : ১ . ক্রাছ ছাড়া অপারেশনের কতদিন ফরে হাটা যাইব । ২ . হাটুর ভিতরে ব্যায়াম করার সময় শব্দ হয়। ৩ . পা ফোলা ।",
11567,"১ . খানিদানির ফরে মাথা ঘোরে বমির ভাব করে, ঘন ঘন ঢেকুর উঠে । ২ . মানসিক চাফো ফরলে , ডড় লাগলে, তাইশ লাগলে বমি বমি লাগে ঘন ঘন ঢেকুর উঠে। ৩ . রক্ত দেখলে , কোনো বিব্রতকর পরিস্থিতির মাজে  ফরলে বমির ভাব করে , ঢেকুর উঠে । ৪ . ১০ - ১২ ফুট উচাত উঠলে মাথা ঘোরে বমির ভাব করে। ই সমস্যা ইতা গত দুই বচর ধরি । এর আগে ইতা সমস্যা আছিল না।",
13645,আমার ফেটোর ডান দিকের ফাজরের নিচে হালকা বেদনা করে আর গলার মাজে পুটলীর মত লাগে চিত অইয়া ঘুমাইলে ভালা লাগে কিন্তু গলাত বড় টনসিল আচে  অতার লাগি ইভাবে ঘুমানি যায় না লগে আরো কতো ধরন অর  দুশ্চিন্তা লাগে মানসিক শক্তি কম বমির ভাব করে গ্যাস বার অইলে ভালা লাগে রোজায় র‍্যবিপ্রাজল খাইছি ঘুম আয় দেরি করিয়া।,
11657,"আমার আব্বুর কিচুদিন ধরিয়া গলাত বেদনা করের । গরম ফানি , গরম দুধ , সহো বহুত জতের গরম তরল খাবার খাইরা । কিন্তু তারফরেও গলার বেদনা কমের না । আমার আব্বুর বয়স ৪৮ বচর ৷ আমার আব্বুর ডায়াবেটিস , প্রেসার আচে ৷ ইতাছাড়াও আমার আব্বুর প্রায় ৭ বচর আগে একবার হার্ট অ্যাটাক অইচিল , রিং ফরাইল আচে । কিতা খরলে ই গলা বেদনা থাকি মুক্তি ফাইতা ফারবা ? একটু জানাইবা ।",
6956,"আমার ফুয়ার বয়স 25 মাস । তাঁর খিচুনি  আয় ফতি সাপতাত ।  বইতে ফারে না , মাত্তেও ফারে না , ঘার সোজা করিয়া বেশি সময় রাখতে ফারে না ঔষধ চলে , বারবিট 30 , ইরাসেট 250 , কিন্তু খিচুনি বন্ধ হয় না । দয়া করি আমারে ভালা একটা পরামর্শ দিবা।",
20093,"আসসালামু আলাইকুম , আমার ভাতিজি অইচে গত ৮ তারিখ । প্রথম ২ দিন আলহামদুলিল্লাহ্ সুস্থ আচিল , এখন জন্ডিস এর পরিমান বারি  যাওয়ার ফরে থাকি  হসপিটালও ভর্তি । ডাক্তার এ কইচলা সাধারণত ভর্তি না করলেও অইলও নে  কিন্তু বাইচ্চার  রক্তঅর গ্রুপ এবি পসিটিভ আর মার এবি নেগেটিভ অতার লাগি আর  রিস্ক নিলাম না । বাইচ্চা এখনও মায়ের দুধ খাইতে ফারচে না । আমার প্রশ্ন অইলো ইনও কিলান  রিস্ক অইতে  ফারে , বউতদিন মার দুধ থাকি  বাইরে অতার লাগি কিতা বাইচ্চার বিকাশ জনিত সমস্যাত পড়ার সম্ভাবনা আছে নি ? যদি থাকে তে এখন থাকি আমরা কিলান ম্যানাজ করতে ফারি জানাইবা। ধন্যবাদ ।",
19063,"আমি ইদানীং কোন কাজও মন বওয়াইতাম ফাররাম  না , মনেও অন্য চিন্তা আয় আর আমি কুনো জায়গাত হারাই জাই । গতকাইল্কুর  একটা ঘটনা , আমি বুথও টাকা তুলাত গিয়া  টাকা তোলার বাদে টাকা লইয়া আমি তেউ ভুলি গেচি । ইলান ভুল আমার ইদানীং প্রায়ই অইরো জেটা আগে অইতো না । শরীর ও দূর্বল লাগে । হকল সময় লাগে একটা মানসিক অশান্তিত থাকি । ইলান অবস্তাত আমার কি্তা করা উচিত ?",
14259,"চর্মোরোগ বিশেষজ্ঞ ঢাকার ভিতরে কই দেখাইলে বালা অইবো ? চুল লইয়া অনেক প্রব্লেমও আচি, চুল অর গোড়াত  ছোট ছোট গোটার মতো অইগেসে আর থুরা ফুলিয়া উটসে । দানা বা গোটগুন পুচভতির্ অয় । মাথার চামরা চুলখানি ও ময়লা উটা , সাদা সাদা খোসার মতো ময়লা উটে । আর চুল ফরতে আচে।",
15726,"ডাক্তার সাহেব , সালাম নিবা , আমার গত ২০ শে মে আখতা করি গলাত চুলকনি বেদনা ২৪ শে মে একসাথে আমি ভারমেটটিন দুইটা সাথে ডকসিসাইকেলিন একটা করি দশ দিন খাই , একসাপতা ফরে আর একটা আমি ভারমেটটিন খাই  নাকের ফানি বুদ ফাইলে  এ্যালাটল ১টা রাতে ,সাথে শুকনা  কাশি অইলে ফেকসোপাসট সাত দিন  খাই , নরমাল প্যারাসিটেমল খাইসি , দুইদিন ঘা গরম ৯৮ / ৯৯ অর মাজে আসিল। ছিল ৩০ শে মে ভালা অইজায়  , কিন্তু জুনের ১০ তাং আবার গলা খুশখুশস ইলে গরম ফানির ভাপ, লেবু চা খাইতে থাকি , ভালা অইয়া আজকে আবার গলা খুশ খুশ করের , অকসিমিটারে দেখচি আমার অকসিজেন ৯৯ / ১০০ ,",
16225,"আমার বউর ৩ সপ্তাহ আগে করোনা পজিটিভ অয়। এর বাদে গত ৪ দিন আগে তানর করোনা নেগেটিভ আয় । গত রাইত থাকি মাথা ঘুরের , শরীরও কোন শক্তি ফাইরা না , এখবারেই ঘুমাইতে ফাররা না । ডায়াবেটিস আছে । খালি ফেটে ৮ অইছে আমি জ । কমেট - ৫০০ দিনে  ১ টা করিয়া  খায় । আমি জ ব্লাড প্রেশার ১১০ / ৭০ । প্লিজ একটা এডভাইস দেউক্কা ।",
15181,আমার বাইচ্চার বয়স ১৪ মাস । ঠান্ডা লাগিয়া নাখ থাকি ফানি ঝরের । মাঝে মাঝে নাক বন্দ  অইয়া শ্বাস নিতে কস্ট অয় । আগে এই একই সমস্যার লাগি ডাক্তার অর  সাজেশন মতো আফরিন নজল ড্রপ আর নেবুলাইজ করেচিলাম । আমার প্রশ্ন ওইল ইরকম অবস্তাত দিনও ২ বার অর বেশি নজল ড্রপ ব্যবহার করলে কিতা কোন সমস্যা অইব নি ? নেবুলাইজার আর নজল ড্রপ দিনও কতবারের বেশি দেওা জাইত না  আর  দিলে কিলান প্রবলেম অইত ফারে ?,
13389,"আমি এক অদ্ভুত সিচুয়েশনও আচি । লাস্ট কিচুদিন ধরিয়া লক্ষ করলাম হাত , পা ঠান্ডা থাকলেও জ্বর মাফলে ইটা ৯৯ . ৫ - ১০০ দেখার। আবার মাঝে মাঝে জ্বর জ্বর ভাব করলে তখন মাফাত গেলে দেখি তাফমাত্রা ৯৮ - ৯৮ . ৫ / ৬° দেখায় । । ২ টা আলাদা আলাদা থার্মোমিটার দিইয়া মাফ নিছইন । ইটার কারন কিতা ?",
6292,"আমার বউ আখতা মাথা ঘোরাইয়া  ফরি যায়, গিয়ান আসিল । মনো অইচে রুম কাইত অইজার । বুক ধরফর করাত আচিল । ফরে উঠলেই মাথা ঘুরায় । ২/৩ দিন আগে মাথা ঘোরানি আর বমির ভাব অইচিল, ভারগন খাইচিলা । অন্য কোনও সমস্যা নাই  আলহামদুলিল্লাহ । পিরিয়ড চলের । ইলান অবস্তাত কিতা করা জায় ?",
14261,"স্যার , বাক্কা কিছু দিন আগে আমার গলা  ভাঙ্গি যায় , এর বাদে গলা জলাতো  আর খানও বেদনা করত । একজন ইএনটি ড .দেখানির ফরে জলানো আর খানোর বেদনা কমি যায় । কিন্তু ফানি জাতীয় কুন্তা গিললে খানোর ভিতরে কট কট শব্দ করে । উল্লেখ্য , ঐড . আমারে কইচলা আফনার ভোকাল কর্ডে সমস্যা হইছে , একমাস মাতা জাইত না । আমি একমাস মাতছি না । আমার এখন সমস্যা অইল , খানোর ভিতরের কটকট শব্দ । প্লীজ পরামর্শ দেউকা ।",
12813,আমার গত ৭দিন আগে প্রস্রাবে জ্বালাফোড়া ওয় অখন  জ্বালাফোড়া নাই । কিন্তু গত রাইত প্রস্রাব শেষে মনও অইচে কিছু প্রস্রাব রই গেচে অতার লাগি  আমি একটু চাপ দিয়া প্রস্রাব করায় ধূসর রঙের মত আঠালো কিছু একটা বাইর অইসে। প্রসাবে পাস সেল ২ - ৩ । ৭দিন আগে প্রস্রাব টেস্ট করাইচি । একটা সমাধান দেউকা।,
21399,"সালাম নিবা। আমার বাম দিকের ফিঠের স্ক্যাপুলাত ১ . ৫ মাস ধরি থুরা বেদনা । বেদনাটা কন্টিনিউয়াস নায় বাট যখন মুভমেন্ট হয় , যেমন কাইত অইলে , তখন বুজা জায় । জোরে শ্বাস নিলেও অউ বেদনা টা বুজা জায় । ইটা কিতা গ্যাস্টিক জনিত সমস্যা নি না আর কুন্তা । সঠিক পরামর্শ চাই । অগ্রিম ধন্যবাদ ।",
21314,আমার কিচুদিন ফরে ফরে ফেটও বেদনা করে । ফয়লা উফরের ফেট থাকি বেদনা তলফেটো যায় । তারবাদে  পায়ুপথেও বেদনা অয় । বেদনা প্রায় সাত আট ঘণ্টা অনবরত থাকে । বেদনা কমার বাদে দুই তিন দিন তলফেট শক্ত অই থাকে সাথে হালকা বেদনাও থাকে । বহুতবার আল্ট্রাসনোগ্রাফি করাইছি । ডাক্তাররা কইসইন  আমার গ্যাস্ট্রিকের সমস্যা আচে।  এখন আমার কিতা কিতা খানি খাওয়া উচিত ? আর আমি কিতা খালি ফেটে ঠাণ্ডা দুধ খাইতে ফারমু নি?,
18702,"বহুতদিন ধরি গ্যাস্ট্রিকের সমস্যায় ভুগরাম , গত ২০ / ২৫ দিন ধরি ২৪ ঘন্টা গ্যাসে পেট ফুলি থাকে  আর পায়ু পথ দিয়া বায়ু বাইর অয়, কিন্তু ফুরাফুরি রিলিজ ওয় না , বুকর ডাইন সাইডে বেদনা করে ! বিকালে বিছনাত রেস্টের লাগি শই থাকলে আরো বেশি ফুলি যায় ফেট । আমি ফানি ফরিমান মতো খাই , ওমিপ্লাজল ২০ খাই দুইবেলা ! এখন কিতা করলে ই ভয়াবহতা থাকি মুক্তি ফাইমু ।",
22448,আমি জ ৩ / ৪ দিন ধরি বাথরুম করাত গেলে ফায়খানা হয তারপর টাটকা রক্ত ফরে ।ইতা আগে কনদিন অইসেনা । ফায়খানা কসা নায় । নরমাল ফায়খানা। কোন জালা ফোড়া নাই। ৩ মাস বাদে বাদে কৃমির ঔষধ খাই। ইলান সময় কিতা ঔষধ খাইতাম ফারি পরামর্শ দিলে উপকৃত ইতাম । ধন্যবাদ ।,
19701,আমার দাতোর মাড়ির সমস্যাঃ মাংস খাইলে দাঁতের মাড়িত আঁশ আটকি থাকে বিশেষ   করি্যা আঁশ যুক্ত মাংস খাইলে । দাতো খুব বেদনা অয় । কয়েক দিন পর্যন্ত বেদনা থাকে । অউ কয়দিন শক্ত খানি খাইতে ফারিনা । নরম খাবার খাইলে অবশ্য ই ধরনর  সমস্যা অয়না । ইটার লাগি কিতস করতাম ? জানালে খুব খুশি অইমু । ধন্যবাদ ।,
4918,"আসসালামুয়ালাইকুম । আমার এক আত্মীয়র  বয়স ৪৫ বচর , ডায়াবেটিস রোগী পাঁচ বচর । ইদানিং তাইন অর শরীরো চুলখানির ফরিমাণ বারি গেচে , অনেক সময় চোখ , মুখ , ঠোট ফুলি জায় । রাইত চুলখানির মাত্রা বারি জার । চট্টগ্রাম অর মেডিসিন বিশেষজ্ঞ ও এলার্জি বিশেষজ্ঞর সাথে পরামর্শ করিয়া ওষুধ খাওয়া অইচে কিন্তু কোন উন্নতি দেখতে ফাইয়ার না । এখন তাইন হোমিওপ্যাথিক খাইরা আর মাত্রাটা প্রচুর বারি গেচে । ওউ বেফারে আমি আফনার পরামর্শ চাইরাম যে কিতা খরলে এই চুলখানি থাকি মুক্তি ফাওয়া জাইব। তাইনর কিতা কোন রক্ত পরীক্ষা করা লাগব নি ?",
23775,"আমার বউ এর মাসিকের শুরু থাকি শেষ পর্যন্ত খুব কমড় আর ফেটও বেদনা থাকে । অসহ্য বেদনাত হট ওয়াটার ব্যাগও গরম তাফ দিলে এক্টূ আরাম লাগে । এই অবস্থায় করণীয় কি ? আমার বউর বয়স ৩০ , ওজন ৬২ কেজি । অখনও কোন বাইচ্চা নিসিনা ।",
2700,"বিড়ি খাওয়ার খারনে আমার ঠোট অনেক কালা অই গেচে , আমি বিড়ি খাওয়া ছারি  দেয়ার চেষ্টা করছি । আগে যেখানো দিনো ২০/২৫টা সিগারেট খাইতাম এখন ইটা কমাইয়া ৪ / ৫ টার মাজে লইয়া আমি সি , আশা করিয়ার ১ / ২মাসওর মাজে সিগারেট ফুরাফুরি ছারি দিতে ফারমু , ইনশাআল্লাহ । ঠোঁটের কালা দাগ দূর করার কোন ঔষধ আছে নি ? দয়া করি ঔষধের নাম জানাইলে উফকার অইত ।",
11581,হাটতে খালও  বা হুতা অবস্থা থাকি উঠার সময় উরাত থাকি ফাও ফর্যন্ত খুব বেদনা বুদ ফাই । এমনে হাত দিয়া চাপ দিলে বেদনা বুজা যায় না । খালি হাটার সময় সময় খুব বেদনা বুদ অয় । মাঝে মাঝে বেদনা অতো বেশি লাগে  যে মনও অয় অখানউ বই থাকি । খুব সম্ভবত হাঁড় অর  জয়েন্টও বেদনা টা অইরও । ইটার লাগি কিতা  ওষুধ খাইতে ফারি । প্লিজ একটু জানাইবা ।,
11618,কিছুদিন ধদি আমার কোমরও হালকা বেদনা বুদ ফাই । যে সময় আমি সামনেদি উন্দা অইয়া কুন্তা করি  অউসময় ৪ - ৫ মিনিট বাদে বেদনা শুরু  অয়  । আবার যদি সোজা অই অউ সময় ১ - ২ বেদনা বুদ ফাই।  এর বাদে আবার ব্যথা কমে যায় । এই বিষয়ে কি আপনার কোনো পরামর্শ পেতে পারি ?,
15065,আসসালামুয়ালিকুম বাক্কা কিচুদিন ধরি আমার শরীর আর হাত পা জ্বালাফোড়া করের শরীর ক্লান্ত লাগে বেশি সমস্যা অইল আমার মুখঅর ভিতরে তালু জিব্বার ফিচে আর  টনসিলঅর দুইফাশের ছোট ছোট ঘামাচির মাঝে মাঝে বেদনা করে আমার মন অয় যেন ভিতর শুখাই গেচে  কিতা করতাম আর কিতা ঔষধ খাইতাম?,
19824,আসসালামু আলাইকুম । আমার বউর বয়স ২৯ বচর । তার সাত মাস বয়স অর বাইচ্ছা আচে । বাইচ্ছা বুকচ অর  দুধ খায় । তার সাত বচর আর তিন বচর অর আরো দুইটা বাইচ্চা আ্চে। বউ অর  শারীরিক অবস্থা আলহামদুলিল্লাহ বালা । ই অবস্তাত তাইন করোনার টিকা লইতে ফারবা নি ? দয়া করি উত্তর দিলে উফকার অইত । অনেক ধন্যবাদ ।,
5795,"আসসালামু আলাইকুম স্যার , মাঝে মাঝে জ্বর আয় এর আগে গলা বেদনার লাগি  ট্রিটমেন্ট লইসলাম। এখন  অর থুরা  হালকা বেদনা বুদ ফাই। গলাত থুরা বেদনা আচে, কিতা করতাম স্যার ? খাওয়া দাওয়াও ভালো লাগেনা ।  জ্বরটা 100 ফা এর নিচে , শরীর অস্থির অস্থির লাগে কিতা করতাম  স্যার ?",
5369,আমার বউ অর ফেব্রুয়ারি মাসের ২০ তারিখও মিনস অইচিল ২৪ তারিখে সারি  যায় এর বাদে  আমরা মিলিত অই । বাদর  মাসের ৩০ . ০৩ . ২০ ও ০৫ . ০৪ . ২০ তারিখ  প্রেগনেন্সি টেস্ট করি জেটাত একটা দাগ মোটা আর একটা  ফাতলা আয় । এখন কিতা করতে ফারি ? নেগেটিভ না পজেটিভ ? দয়া করি উত্তর দিলে উফকার অইবো ।,
22432,আসসালামু আলাইকুম । আমার ফুয়ার বয়স 3 বচর 2 মাস আর ওজন 13 কেজি । হকলে কয় তার বয়স অনুসারে ওজন  টা আর এক্টূ বেশি অওয়া  উচিত। কোনো খানির প্রতি তার কোনও আগ্রহ নাই । ফতি বেলাত জোর করি খাওয়ানি লাগে আর খুব কম খায় । প্রতিদিনই তার ৩ / ৪ বার ফায়খানা হয় থুরা থুরা করি  কিন্তু স্বভাবিক অয় নরম নায় । আর ফায়খানার এর সময় অনেক বায়ু  অয়  । ইক্ষেত্রে কিতা করতে ফারি ?,
20861,"আমার দুই বোগলও কুন্তা দেখা যায় না , কিন্তু মাঝে মাঝে খুব চুলকাই । চুলকাইতে খুব বালা লাগে । চুলখানির বাদে কষ জাতীয় কিছু  বাইর  অয়  আর  ওউ  জায়গাত ভিজা ভিজা  থাকে । পরবর্তীতে ওউ জেগা  কালা অই যায় । কিলান  ই সমস্যা থাকি মুক্তি ফাইতে ফারি  জানাইবা প্লিজ ।",
13724,আসসালামু আলাইকুম আমার আম্মুর 55 বচর বয়স । স্বাস্থ্য মোটা । ডায়াবেটিস আছে । তাইনর সমস্যা অইলও রাইত ঘুম অয় না । হুতার ফরে ফাও শিরশির করে । অস্থির অস্থির লাগে । ফাও  যদি কোন কিছুর লগে ধাক্কা দিয়া বা চাপ দিয়া রাখইন তখন ভালা লাগে । এমনে হুতি  থাকলে অবশের মত অই যায় ।,
